       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore    BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L3N16    3.0     16.0     0.835560                 0.759251          0.818904                      0.340228          0.005795                  0.000000e+00          0.181096                      0.659772  4.228946e-01                0.163834   0.729909               0.500000      0.788453                  0.379625        0.339327                    0.327283  335.429053           485.796878
L4N16    4.0     16.0     0.813604                 0.759251          0.586108                      0.377215          0.000026                  7.869601e-04          0.413892                      0.622785  2.637105e-01                0.165241   0.745066               0.500000      0.745066                  0.379625        0.412112                    0.314732  393.995017           570.865287
L5N16    5.0     16.0     0.830032                 0.759251          0.800999                      0.013685          0.012028                  1.788139e-07          0.199001                      0.986315  4.049401e-01                0.003574   0.715163               0.500000      0.782860                  0.379625        0.340145                    0.536512  343.092571           633.322302
L1N8     1.0      8.0     0.835560                 0.759251          0.837575                      0.443702          0.010843                  0.000000e+00          0.162425                      0.556298  4.559650e-01                0.147310   0.745371               0.500000      0.781553                  0.379625        0.352936                    0.344913  220.341994           337.233856
L2N8     2.0      8.0     0.832489                 0.822662          0.688267                      0.550290          0.031075                  0.000000e+00          0.311733                      0.449710  4.016258e-01                0.172486   0.746397               0.712487      0.775157                  0.766232        0.370823                    0.363367  279.455663           409.738147
L3N8     3.0      8.0     0.831721                 0.759251          0.579699                      0.338151          0.000000                  1.871586e-05          0.420301                      0.661849  3.011036e-01                0.149472   0.712138               0.500000      0.789434                  0.379625        0.411336                    0.355947  337.449530           488.446348
L4N8     4.0      8.0     0.759251                 0.762936          0.105126                      0.330841          0.000000                  0.000000e+00          0.894874                      0.669159  4.529107e-02                0.118731   0.500000               0.508742      0.379625                  0.807702        0.433605                    0.365645  391.385740           567.449910
L5N8     5.0      8.0     0.759251                 0.759251          0.018778                      0.360660          0.000000                  1.339984e-02          0.981222                      0.639340  1.303591e-02                0.148881   0.500000               0.500000      0.379625                  0.379625        0.578289                    0.324478  452.980608           613.832615
L1N4     1.0      4.0     0.759251                 0.759251          0.388042                      0.338762          0.000000                  0.000000e+00          0.611958                      0.661238  1.182723e-01                0.138009   0.500000               0.500000      0.379625                  0.379625        0.430309                    0.310287  226.224613           339.633063
L2N4     2.0      4.0     0.822048                 0.759251          0.509151                      0.456994          0.000000                  0.000000e+00          0.490849                      0.543006  2.093112e-01                0.107403   0.695968               0.500000      0.773166                  0.379625        0.411599                    0.361936  279.977303           419.877428
L3N4     3.0      4.0     0.829418                 0.759251          0.667149                      0.000000          0.011563                  0.000000e+00          0.332851                      1.000000  3.574918e-01                0.000000   0.713234               0.500000      0.782406                  0.379625        0.391225                    0.514759  343.720749           499.915007
L4N4     4.0      4.0     0.822969                 0.759251          0.511821                      0.000000          0.000000                  0.000000e+00          0.488179                      1.000000  2.502453e-01                0.000000   0.715738               0.500000      0.765644                  0.379625        0.386840                    0.529503  393.944650           564.304115
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.393941          0.000000                  0.000000e+00          1.000000                      0.606059  0.000000e+00                0.074728   0.500000               0.500000      0.379625                  0.379625        0.580415                    0.395242  443.219216           627.651666
L1N2     1.0      2.0     0.759251                 0.759251          0.000000                      0.422520          0.000000                  0.000000e+00          1.000000                      0.577480  0.000000e+00                0.156131   0.500000               0.500000      0.379625                  0.379625        0.513259                    0.343478  218.617225           333.542855
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000  0.000000e+00                0.000000   0.500000               0.500000      0.379625                  0.379625        0.514150                    0.514038  280.413505           343.300909
L3N2     3.0      2.0     0.759251                 0.759251          0.000133                      0.377679          0.000000                  0.000000e+00          0.999867                      0.622321  1.403496e-07                0.149323   0.500000               0.500000      0.379625                  0.379625        0.504987                    0.327800  332.907351           482.183160
L4N2     4.0      2.0     0.821741                 0.759251          0.471241                      0.013669          0.000000                  0.000000e+00          0.528759                      0.986331  1.670697e-01                0.000701   0.695113               0.500000      0.772855                  0.379625        0.396949                    0.577844  398.252511           557.823807
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000654          0.000000                  0.000000e+00          1.000000                      0.999346  0.000000e+00                0.000262   0.500000               0.500000      0.379625                  0.379625        0.514387                    0.538304  449.475471           581.706181
