       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N16    1.0     16.0     0.833717                 0.825119          0.814676                      0.818749          0.017075                      0.020663          0.185324                      0.181251    0.394894            2.431010e-01   0.743286               0.741544      0.778516                  0.762870        0.353524                    0.320743  213.809787           228.982143
L2N16    2.0     16.0     0.837863                 0.759251          0.785567                      0.369981          0.008892                      0.000000          0.214433                      0.630019    0.403458            1.578565e-01   0.732515               0.500000      0.792719                  0.379625        0.361995                    0.371696  269.836589           399.042861
L3N16    3.0     16.0     0.833257                 0.759251          0.687024                      0.120731          0.000000                      0.000000          0.312976                      0.879269    0.276879            3.687234e-02   0.737974               0.500000      0.779457                  0.379625        0.365240                    0.542482  323.555917           469.852391
L4N16    4.0     16.0     0.828957                 0.759251          0.746326                      0.370627          0.000000                      0.000008          0.253674                      0.629373    0.396924            1.441624e-01   0.745160               0.500000      0.768927                  0.379625        0.344951                    0.325295  382.097775           548.678210
L5N16    5.0     16.0     0.830186                 0.759251          0.656335                      0.000000          0.007987                      0.000000          0.343665                      1.000000    0.355140            0.000000e+00   0.720491               0.500000      0.780277                  0.379625        0.407962                    0.538134  327.150573           632.507108
L1N8     1.0      8.0     0.835867                 0.813143          0.856816                      0.512575          0.027681                      0.000000          0.143184                      0.487425    0.525918            1.486177e-01   0.713343               0.726253      0.800796                  0.744950        0.340605                    0.330696  221.871913           334.553020
L2N8     2.0      8.0     0.835713                 0.759251          0.783161                      0.392726          0.019386                      0.000000          0.216839                      0.607274    0.417352            1.608727e-01   0.742641               0.500000      0.782886                  0.379625        0.373160                    0.329508  271.629550           394.118524
L3N8     3.0      8.0     0.833410                 0.767081          0.632494                      0.506385          0.000000                      0.000000          0.367506                      0.493615    0.279481            1.699865e-01   0.719565               0.754280      0.789072                  0.706121        0.371725                    0.370031  320.822937           406.660636
L4N8     4.0      8.0     0.830800                 0.773530          0.658985                      0.522157          0.000000                      0.000000          0.341015                      0.477843    0.252232            1.421795e-01   0.706958               0.743937      0.790601                  0.706137        0.388279                    0.334628  372.103680           539.053685
L5N8     5.0      8.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.582095                    0.562867  429.335962           612.680998
L1N4     1.0      4.0     0.829111                 0.759251          0.690301                      0.464335          0.012541                      0.000000          0.309699                      0.535665    0.346031            1.773203e-01   0.736986               0.500000      0.771303                  0.379625        0.365884                    0.330215  211.829794           244.600536
L2N4     2.0      4.0     0.759251                 0.759251          0.373047                      0.004129          0.000000                      0.000000          0.626953                      0.995871    0.117369            6.589365e-07   0.500000               0.500000      0.379625                  0.379625        0.433699                    0.514839  265.777584           391.088456
L3N4     3.0      4.0     0.759251                 0.759251          0.019574                      0.000000          0.000000                      0.000000          0.980426                      1.000000    0.000127            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514503                    0.515396  319.751204           464.156531
L4N4     4.0      4.0     0.809151                 0.759251          0.519205                      0.000000          0.000000                      0.000000          0.480795                      1.000000    0.195868            0.000000e+00   0.647624               0.500000      0.771464                  0.379625        0.353492                    0.575184  373.491478           535.247451
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.001335          0.000000                      0.000000          1.000000                      0.998665    0.000000            1.821945e-05   0.500000               0.500000      0.379625                  0.379625        0.585058                    0.525031  406.893538           604.904607
L1N2     1.0      2.0     0.759251                 0.759251          0.425170                      0.364875          0.000000                      0.000000          0.574830                      0.635125    0.134799            1.575075e-01   0.500000               0.500000      0.379625                  0.379625        0.424311                    0.303360  210.417959           320.193844
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.406631          0.000000                      0.000000          1.000000                      0.593369    0.000000            1.127437e-01   0.500000               0.500000      0.379625                  0.379625        0.513956                    0.335401  264.515843           394.979833
L3N2     3.0      2.0     0.759251                 0.759251          0.440505                      0.000571          0.000000                      0.000000          0.559495                      0.999429    0.148508            2.367555e-05   0.500000               0.500000      0.379625                  0.379625        0.425022                    0.527887  318.279410           451.873855
L4N2     4.0      2.0     0.759251                 0.759251          0.027526                      0.065089          0.000000                      0.000000          0.972474                      0.934911    0.000004            1.118647e-02   0.500000               0.500000      0.379625                  0.379625        0.512330                    0.542440  374.249955           537.288264
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514080                    0.511509  428.260166           607.393051
