       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore    BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L5N8     5.0      8.0     0.798557                 0.759251          0.606848                      0.001217          0.000000                      0.000000          0.393152                      0.998783  1.802747e-01                0.000093   0.746699               0.500000      0.727691                  0.379625        0.349708                    0.555918  449.391585           635.464462
L1N4     1.0      4.0     0.759251                 0.759251          0.417872                      0.370393          0.000000                      0.000000          0.582128                      0.629607  1.144444e-01                0.150911   0.500000               0.500000      0.379625                  0.379625        0.434096                    0.347424  222.335199           336.513174
L2N4     2.0      4.0     0.759251                 0.759251          0.000688                      0.000000          0.000000                      0.000000          0.999312                      1.000000  3.951862e-07                0.000000   0.500000               0.500000      0.379625                  0.379625        0.552093                    0.525747  277.529574           289.015141
L3N4     3.0      4.0     0.759251                 0.759251          0.346293                      0.033025          0.000000                      0.000000          0.653707                      0.966975  1.084839e-01                0.003642   0.500000               0.500000      0.379625                  0.379625        0.436006                    0.529200  336.292244           491.946188
L4N4     4.0      4.0     0.759251                 0.759251          0.247007                      0.425037          0.000000                      0.000000          0.752993                      0.574963  3.435669e-02                0.122878   0.500000               0.500000      0.379625                  0.379625        0.437609                    0.357800  391.036303           561.059100
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.004561          0.000000                      0.000000          1.000000                      0.995439  0.000000e+00                0.000600   0.500000               0.500000      0.379625                  0.379625        0.516189                    0.559692  445.184050           521.324255
L1N2     1.0      2.0     0.759251                 0.759251          0.000000                      0.432323          0.000000                      0.000000          1.000000                      0.567677  0.000000e+00                0.148705   0.500000               0.500000      0.379625                  0.379625        0.513004                    0.362435  223.199197           341.906373
L2N2     2.0      2.0     0.825426                 0.759251          0.538756                      0.000000          0.000000                      0.000000          0.461244                      1.000000  2.577665e-01                0.000000   0.704726               0.500000      0.776948                  0.379625        0.410477                    0.514244  284.878952           412.037465
L3N2     3.0      2.0     0.825119                 0.759251          0.611583                      0.000000          0.000000                      0.000000          0.388417                      1.000000  2.226474e-01                0.000000   0.725864               0.500000      0.766694                  0.379625        0.369197                    0.511892  341.372409           382.235666
L4N2     4.0      2.0     0.759251                 0.759251          0.470093                      0.000000          0.000000                      0.000000          0.529907                      1.000000  1.283813e-01                0.000000   0.500000               0.500000      0.379625                  0.379625        0.397600                    0.508266  399.654205           572.983257
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.007395          0.000000                      0.000000          1.000000                      0.992605  0.000000e+00                0.000482   0.500000               0.500000      0.379625                  0.379625        0.514109                    0.543732  447.950150           629.734674
