       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L2N8     2.0      8.0     0.832489                 0.802702          0.363922                      0.590277          0.000000                  0.000000e+00          0.636078                      0.409723    0.132320            1.598276e-01   0.746397               0.755091      0.775157                  0.733392        0.373347                    0.330967  271.485081           311.826119
L3N8     3.0      8.0     0.831261                 0.819899          0.458780                      0.659705          0.001413                  3.912449e-04          0.541220                      0.340295    0.117948            2.215010e-01   0.723812               0.751825      0.781185                  0.753713        0.364067                    0.320545  327.080500           471.231001
L4N8     4.0      8.0     0.830953                 0.759251          0.384047                      0.000000          0.000000                  0.000000e+00          0.615953                      1.000000    0.112181            0.000000e+00   0.713157               0.500000      0.786590                  0.379625        0.363459                    0.593025  381.064591           547.998384
L5N8     5.0      8.0     0.821434                 0.759251          0.533608                      0.000000          0.002523                  0.000000e+00          0.466392                      1.000000    0.123965            0.000000e+00   0.720171               0.500000      0.760931                  0.379625        0.344561                    0.560800  435.778644           488.867884
L1N4     1.0      4.0     0.814218                 0.759251          0.329519                      0.192312          0.000000                  0.000000e+00          0.670481                      0.807688    0.056767            3.227660e-02   0.709757               0.500000      0.749358                  0.379625        0.368857                    0.400195  210.818759           324.508991
L2N4     2.0      4.0     0.759251                 0.759251          0.001139                      0.061003          0.000000                  0.000000e+00          0.998861                      0.938997    0.000002            5.269556e-03   0.500000               0.500000      0.379625                  0.379625        0.514001                    0.563057  267.556500           394.735946
L3N4     3.0      4.0     0.827883                 0.759251          0.325944                      0.000000          0.000000                  0.000000e+00          0.674056                      1.000000    0.085974            0.000000e+00   0.727031               0.500000      0.772092                  0.379625        0.414603                    0.528322  329.039510           466.736036
L4N4     4.0      4.0     0.759251                 0.759251          0.000000                      0.002651          0.000000                  0.000000e+00          1.000000                      0.997349    0.000000            5.278436e-04   0.500000               0.500000      0.379625                  0.379625        0.547556                    0.531279  375.034548           542.799757
L5N4     5.0      4.0     0.759251                 0.759251          0.008155                      0.000000          0.000000                  0.000000e+00          0.991845                      1.000000    0.000902            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.559017                    0.553591  433.889761           613.518801
L1N2     1.0      2.0     0.759251                 0.759251          0.376467                      0.271179          0.000000                  0.000000e+00          0.623533                      0.728821    0.047990            4.751276e-02   0.500000               0.500000      0.379625                  0.379625        0.408711                    0.370573  212.471467           323.792902
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.429710          0.000000                  0.000000e+00          1.000000                      0.570290    0.000000            5.698436e-02   0.500000               0.500000      0.379625                  0.379625        0.512457                    0.389129  266.303416           277.624676
L3N2     3.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514270                    0.509487  321.732029           465.447262
L4N2     4.0      2.0     0.759251                 0.759251          0.011398                      0.000000          0.000000                  0.000000e+00          0.988602                      1.000000    0.000002            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.528453                    0.514079  375.132229           544.955252
L5N2     5.0      2.0     0.759251                 0.759251          0.476200                      0.000000          0.000000                  0.000000e+00          0.523800                      1.000000    0.043403            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.421406                    0.572249  436.982857           607.979000
