       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L2N16    2.0     16.0     0.840473                 0.834485          0.515407                      0.785175      1.237631e-03                  1.058757e-03          0.484593                      0.214825    0.196727                0.155045   0.747082               0.713087      0.791390                  0.796788        0.363361                    0.273029  270.787726           395.722223
L3N16    3.0     16.0     0.838323                 0.819899          0.471836                      0.626647      1.036465e-03                  0.000000e+00          0.528164                      0.373353    0.134500                0.154083   0.737609               0.743985      0.791042                  0.754094        0.338154                    0.303463  323.109209           469.610221
L4N16    4.0     16.0     0.835406                 0.826347          0.450165                      0.512260      1.210928e-03                  0.000000e+00          0.549835                      0.487740    0.161370                0.105968   0.721969               0.718398      0.792885                  0.772162        0.325065                    0.323726  377.456008           467.332726
L5N16    5.0     16.0     0.826194                 0.759251          0.284591                      0.000349      1.055062e-03                  0.000000e+00          0.715409                      0.999651    0.104982                0.000042   0.679099               0.500000      0.802545                  0.379625        0.356540                    0.535271  434.699408           612.048057
L1N8     1.0      8.0     0.837709                 0.759251          0.534346                      0.014057      0.000000e+00                  0.000000e+00          0.465654                      0.985943    0.169093                0.000006   0.749181               0.500000      0.784607                  0.379625        0.358364                    0.599501  217.218602           324.438244
L2N8     2.0      8.0     0.834792                 0.824658          0.373973                      0.517838      1.174271e-03                  0.000000e+00          0.626027                      0.482162    0.136410                0.137070   0.718733               0.709447      0.793417                  0.772349        0.348748                    0.329555  268.963716           293.614257
L3N8     3.0      8.0     0.832182                 0.822509          0.355214                      0.303254      3.916025e-04                  0.000000e+00          0.644786                      0.696746    0.117404                0.081467   0.718321               0.703240      0.786589                  0.770177        0.354590                    0.441741  352.582223           510.065692
L4N8     4.0      8.0     0.759251                 0.759251          0.272773                      0.000000      0.000000e+00                  0.000000e+00          0.727227                      1.000000    0.047221                0.000000   0.500000               0.500000      0.379625                  0.379625        0.404889                    0.589497  399.769071           570.618337
L5N8     5.0      8.0     0.819285                 0.810686          0.362663                      0.470086      3.278255e-07                  0.000000e+00          0.637337                      0.529914    0.082064                0.133951   0.712441               0.742056      0.758863                  0.741114        0.371649                    0.372683  451.200028           531.918759
L1N4     1.0      4.0     0.759251                 0.759251          0.288748                      0.364630      0.000000e+00                  0.000000e+00          0.711252                      0.635370    0.042314                0.047796   0.500000               0.500000      0.379625                  0.379625        0.408222                    0.400855  227.117301           341.772548
L2N4     2.0      4.0     0.831568                 0.759251          0.379425                      0.009381      0.000000e+00                  0.000000e+00          0.620575                      0.990619    0.125789                0.000235   0.724449               0.500000      0.781603                  0.379625        0.389342                    0.558872  282.737116           422.801217
L3N4     3.0      4.0     0.818517                 0.759251          0.285887                      0.000000      0.000000e+00                  0.000000e+00          0.714113                      1.000000    0.064387                0.000000   0.684714               0.500000      0.770535                  0.379625        0.384701                    0.523387  336.912037           396.026774
L4N4     4.0      4.0     0.759251                 0.759251          0.000000                      0.047017      0.000000e+00                  0.000000e+00          1.000000                      0.952983    0.000000                0.012977   0.500000               0.500000      0.379625                  0.379625        0.533983                    0.572514  399.221732           564.689635
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.000172      0.000000e+00                  0.000000e+00          1.000000                      0.999828    0.000000                0.000022   0.500000               0.500000      0.379625                  0.379625        0.518179                    0.582907  450.709779           641.549511
L1N2     1.0      2.0     0.759251                 0.759251          0.390188                      0.227588      0.000000e+00                  0.000000e+00          0.609812                      0.772412    0.052093                0.026730   0.500000               0.500000      0.379625                  0.379625        0.403890                    0.387660  223.116066           228.544647
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.309430      0.000000e+00                  0.000000e+00          1.000000                      0.690570    0.000000                0.051929   0.500000               0.500000      0.379625                  0.379625        0.513287                    0.433868  283.296947           417.494438
L3N2     3.0      2.0     0.815446                 0.759251          0.284820                      0.000000      0.000000e+00                  0.000000e+00          0.715180                      1.000000    0.052038                0.000000   0.700113               0.500000      0.754729                  0.379625        0.373662                    0.513882  336.168924           503.764519
L4N2     4.0      2.0     0.759251                 0.759251          0.000000                      0.000000      0.000000e+00                  0.000000e+00          1.000000                      1.000000    0.000000                0.000000   0.500000               0.500000      0.379625                  0.379625        0.512670                    0.513821  392.201373           450.554455
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000      0.000000e+00                  0.000000e+00          1.000000                      1.000000    0.000000                0.000000   0.500000               0.500000      0.379625                  0.379625        0.514065                    0.534011  448.465973           642.356197
