       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore    BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L4N8     4.0      8.0     0.817135                 0.759251          0.521758                      0.359707          0.000000                      0.000000          0.478242                      0.640293  2.105569e-01                0.148809   0.702097               0.500000      0.757794                  0.379625        0.404300                    0.368527  373.950608           417.354861
L5N8     5.0      8.0     0.759251                 0.759251          0.451169                      0.048686          0.000000                      0.000000          0.548831                      0.951314  2.042851e-01                0.015121   0.500000               0.500000      0.379625                  0.379625        0.420027                    0.542905  429.106550           610.704091
L1N4     1.0      4.0     0.824658                 0.759251          0.780491                      0.413140          0.000000                      0.000000          0.219509                      0.586860  4.483395e-01                0.205947   0.715762               0.500000      0.769421                  0.379625        0.366782                    0.299817  211.710293           323.016258
L2N4     2.0      4.0     0.759251                 0.759251          0.386879                      0.265147          0.000000                      0.000000          0.613121                      0.734853  1.285274e-01                0.115710   0.500000               0.500000      0.379625                  0.379625        0.402654                    0.384379  264.803634           393.798062
L3N4     3.0      4.0     0.819745                 0.759251          0.575377                      0.000000          0.000000                      0.000000          0.424623                      1.000000  2.693156e-01                0.000000   0.689443               0.500000      0.770897                  0.379625        0.393436                    0.515687  305.909345           465.376088
L4N4     4.0      4.0     0.828343                 0.759251          0.610019                      0.005800          0.000000                      0.000000          0.389981                      0.994200  3.306785e-01                0.000007   0.721237               0.500000      0.775515                  0.379625        0.354343                    0.515034  373.010310           535.850496
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000  0.000000e+00                0.000000   0.500000               0.500000      0.379625                  0.379625        0.518813                    0.514938  425.984770           491.331751
L1N2     1.0      2.0     0.759251                 0.779211          0.457922                      0.776787          0.000000                      0.000000          0.542078                      0.223213  1.934191e-01                0.292349   0.500000               0.771414      0.379625                  0.719776        0.399033                    0.303670  211.481075           321.247230
L2N2     2.0      2.0     0.759251                 0.759251          0.140235                      0.420015          0.000000                      0.000000          0.859765                      0.579985  2.153156e-05                0.170608   0.500000               0.500000      0.379625                  0.379625        0.513387                    0.332454  267.937830           392.225231
L3N2     3.0      2.0     0.759251                 0.759251          0.000000                      0.263654          0.000000                      0.000000          1.000000                      0.736346  0.000000e+00                0.115733   0.500000               0.500000      0.379625                  0.379625        0.512692                    0.364512  319.958584           461.605633
L4N2     4.0      2.0     0.759251                 0.759251          0.000954                      0.035060          0.000000                      0.000000          0.999046                      0.964940  9.851651e-07                0.000260   0.500000               0.500000      0.379625                  0.379625        0.513584                    0.535027  293.330890           538.054183
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000  0.000000e+00                0.000000   0.500000               0.500000      0.379625                  0.379625        0.516338                    0.514007  426.482242           603.705720
