       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N16    1.0     16.0     0.835713                 0.759251          0.885918                      0.447985          0.008384                      0.000000          0.114082                      0.552015    0.489228            1.742680e-01   0.733495               0.500000      0.786940                  0.379625        0.335029                    0.323102  217.050310           334.389328
L2N16    2.0     16.0     0.837095                 0.759251          0.886146                      0.332799          0.068626                      0.000000          0.113854                      0.667201    0.548122            1.119651e-01   0.731356               0.500000      0.791460                  0.379625        0.358780                    0.344448  273.278769           402.847101
L3N16    3.0     16.0     0.834485                 0.759251          0.854940                      0.357659          0.022601                      0.006295          0.145060                      0.642341    0.477514            1.661557e-01   0.722233               0.500000      0.790236                  0.379625        0.328800                    0.333922  330.065257           357.333397
L4N16    4.0     16.0     0.830646                 0.759251          0.712045                      0.081618          0.051600                      0.000000          0.287955                      0.918382    0.384325            2.421069e-02   0.700542               0.500000      0.795519                  0.379625        0.388110                    0.528973  383.853092           551.784557
L5N16    5.0     16.0     0.833257                 0.759251          0.764927                      0.418665          0.037138                      0.000031          0.235073                      0.581335    0.410981            1.717527e-01   0.729046               0.500000      0.783339                  0.379625        0.378184                    0.347019  439.572748           625.417126
L1N8     1.0      8.0     0.833564                 0.759251          0.749868                      0.416336          0.000000                      0.000000          0.250132                      0.583664    0.398872            1.186611e-01   0.744056               0.500000      0.777954                  0.379625        0.393023                    0.325686  218.458843           245.035620
L2N8     2.0      8.0     0.827422                 0.759251          0.833816                      0.392916          0.046191                      0.000000          0.166184                      0.607084    0.461153            1.278071e-01   0.735438               0.500000      0.768447                  0.379625        0.362233                    0.315204  273.084817           401.091676
L3N8     3.0      8.0     0.834024                 0.759251          0.733819                      0.240424          0.052076                      0.005724          0.266181                      0.759576    0.465236            1.424445e-01   0.734995               0.500000      0.782348                  0.379625        0.396636                    0.502625  326.837079           473.972162
L4N8     4.0      8.0     0.831414                 0.759251          0.821300                      0.000000          0.044727                      0.000000          0.178700                      1.000000    0.538893            0.000000e+00   0.750480               0.500000      0.772168                  0.379625        0.356037                    0.586185  384.785964           551.091408
L5N8     5.0      8.0     0.759251                 0.759251          0.218119                      0.019602          0.000000                      0.000000          0.781881                      0.980398    0.060682            6.597652e-03   0.500000               0.500000      0.379625                  0.379625        0.505375                    0.526941  319.451083           622.469271
L1N4     1.0      4.0     0.759251                 0.759251          0.000000                      0.414855          0.000000                      0.000000          1.000000                      0.585145    0.000000            1.896984e-01   0.500000               0.500000      0.379625                  0.379625        0.516516                    0.302684  218.079063           333.387598
L2N4     2.0      4.0     0.834638                 0.759251          0.712957                      0.000000          0.000000                      0.000000          0.287043                      1.000000    0.433410            0.000000e+00   0.735400               0.500000      0.783551                  0.379625        0.381294                    0.515070  273.641725           403.415449
L3N4     3.0      4.0     0.810072                 0.759251          0.492310                      0.000000          0.000000                      0.000000          0.507690                      1.000000    0.180225            0.000000e+00   0.720746               0.500000      0.740489                  0.379625        0.383916                    0.515673  328.601125           389.633640
L4N4     4.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.516065                    0.576195  382.624873           549.892470
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.572241                    0.524815  451.379976           540.285269
L1N2     1.0      2.0     0.759251                 0.759251          0.422173                      0.000000          0.000000                      0.000000          0.577827                      1.000000    0.147557            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.433343                    0.513179  215.422441           333.463353
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.551591                    0.511818  275.448636           404.921541
L3N2     3.0      2.0     0.763243                 0.759251          0.514744                      0.014425          0.000000                      0.000000          0.485256                      0.985575    0.174130            3.922612e-05   0.751317               0.500000      0.702820                  0.379625        0.370160                    0.510730  329.986128           476.419856
L4N2     4.0      2.0     0.759251                 0.759251          0.000000                      0.000354          0.000000                      0.000000          1.000000                      0.999646    0.000000            7.501601e-08   0.500000               0.500000      0.379625                  0.379625        0.513504                    0.514350  295.526045           545.322401
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.513551                    0.514029  447.821568           498.148564
