       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N16    1.0     16.0     0.832489                 0.759404          0.844262                      0.320268      7.352293e-02                      0.000000          0.155738                      0.679732    0.558390            1.383509e-01   0.722661               0.500319      0.784823                  0.879684        0.368599                    0.339420  223.334533           341.405845
L2N16    2.0     16.0     0.833103                 0.759251          0.888459                      0.357274      5.020738e-03                      0.000057          0.111541                      0.642726    0.611144            1.661618e-01   0.776635               0.500000      0.771387                  0.379625        0.376031                    0.320766  282.565827           296.597348
L3N16    3.0     16.0     0.833103                 0.759251          0.823728                      0.364845      2.538329e-02                      0.000000          0.176272                      0.635155    0.500793            1.685209e-01   0.708910               0.500000      0.796007                  0.379625        0.348228                    0.332928  336.991802           484.668719
L4N16    4.0     16.0     0.819745                 0.759251          0.544894                      0.376433      0.000000e+00                      0.000000          0.455106                      0.623567    0.305332            1.485258e-01   0.720583               0.500000      0.757478                  0.379625        0.371684                    0.346115  389.388903           560.546276
L5N16    5.0     16.0     0.823277                 0.759251          0.671345                      0.000000      6.258488e-07                      0.000000          0.328655                      1.000000    0.332853            0.000000e+00   0.724433               0.500000      0.763396                  0.379625        0.361373                    0.522203  448.639194           525.704947
L1N8     1.0      8.0     0.830186                 0.759251          0.824941                      0.396120      0.000000e+00                      0.000000          0.175059                      0.603880    0.535356            1.992917e-01   0.736170               0.500000      0.773709                  0.379625        0.382683                    0.310699  223.183360           339.477686
L2N8     2.0      8.0     0.824965                 0.759251          0.837874                      0.203881      8.767843e-04                      0.000000          0.162126                      0.796119    0.354876            3.600419e-02   0.706382               0.500000      0.774766                  0.379625        0.337865                    0.472530  284.577707           411.617580
L3N8     3.0      8.0     0.831568                 0.759251          0.906299                      0.284879      2.549815e-02                      0.000002          0.093701                      0.715121    0.604501            1.272380e-01   0.756679               0.500000      0.771231                  0.379625        0.336304                    0.347863  334.604887           498.860604
L4N8     4.0      8.0     0.824658                 0.759251          0.797146                      0.334552      4.068357e-02                      0.000000          0.202854                      0.665448    0.387835            1.695440e-01   0.693985               0.500000      0.782151                  0.379625        0.365852                    0.312521  398.164831           561.635494
L5N8     5.0      8.0     0.829111                 0.759251          0.780933                      0.000825      0.000000e+00                      0.000000          0.219067                      0.999175    0.525582            1.951637e-05   0.755932               0.500000      0.767303                  0.379625        0.422342                    0.582851  450.456091           626.957322
L1N4     1.0      4.0     0.834178                 0.759251          0.877752                      0.414648      3.091669e-02                      0.000000          0.122248                      0.585352    0.511438            1.791176e-01   0.745114               0.500000      0.778840                  0.379625        0.371960                    0.301880   99.414390           341.185667
L2N4     2.0      4.0     0.829265                 0.759251          0.828966                      0.420593      0.000000e+00                      0.000000          0.171034                      0.579407    0.466902            1.484587e-01   0.732514               0.500000      0.773045                  0.379625        0.383891                    0.334315  280.789274           411.365714
L3N4     3.0      4.0     0.759251                 0.759251          0.000000                      0.014286      0.000000e+00                      0.000000          1.000000                      0.985714    0.000000            2.148538e-03   0.500000               0.500000      0.379625                  0.379625        0.583339                    0.547252  336.344034           495.513255
L4N4     4.0      4.0     0.759251                 0.759251          0.000000                      0.000000      0.000000e+00                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514893                    0.515823  370.933079           561.032316
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.000000      0.000000e+00                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.515995                    0.565893  443.159494           632.440948
L1N2     1.0      2.0     0.825426                 0.759251          0.643059                      0.373301      0.000000e+00                      0.000000          0.356941                      0.626699    0.329405            2.013768e-01   0.720840               0.500000      0.769099                  0.379625        0.376907                    0.312152  219.933450           334.898399
L2N2     2.0      2.0     0.822662                 0.759251          0.694219                      0.055988      0.000000e+00                      0.000000          0.305781                      0.944012    0.348868            2.100058e-02   0.697679               0.500000      0.773786                  0.379625        0.371225                    0.533137  275.975022           346.161219
L3N2     3.0      2.0     0.818363                 0.759251          0.609200                      0.000593      0.000000e+00                      0.000000          0.390800                      0.999407    0.297763            3.165795e-05   0.724029               0.500000      0.754129                  0.379625        0.417914                    0.514272  336.046402           489.479710
L4N2     4.0      2.0     0.759251                 0.759251          0.472427                      0.000042      0.000000e+00                      0.000000          0.527573                      0.999958    0.080758            1.187883e-08   0.500000               0.500000      0.379625                  0.379625        0.418062                    0.514068  385.558840           553.324030
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000      0.000000e+00                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514134                    0.506847  319.151781           629.839676
