       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L4N8     4.0      8.0     0.759251                 0.759251          0.332674                      0.351744          0.000000                      0.022321          0.667326                      0.648256    0.075487            1.081554e-01   0.500000               0.500000      0.379625                  0.379625        0.397428                    0.394887  305.545080           559.892099
L5N8     5.0      8.0     0.759251                 0.769077          0.137974                      0.492582          0.000000                      0.000000          0.862026                      0.507418    0.032415            1.132598e-01   0.500000               0.680466      0.379625                  0.683206        0.509109                    0.338637  447.323391           627.409274
L1N4     1.0      4.0     0.831107                 0.759251          0.640073                      0.377587          0.000000                      0.000000          0.359927                      0.622413    0.257757            7.754881e-02   0.737865               0.500000      0.775024                  0.379625        0.371156                    0.397418  218.631040           332.531254
L2N4     2.0      4.0     0.759251                 0.759251          0.129507                      0.356787          0.000000                      0.000000          0.870493                      0.643213    0.019944            8.261129e-02   0.500000               0.500000      0.379625                  0.379625        0.470346                    0.403739  150.540453           406.408865
L3N4     3.0      4.0     0.759251                 0.812068          0.005173                      0.501407          0.000000                      0.002558          0.994827                      0.498593    0.000020            1.494392e-01   0.500000               0.738175      0.379625                  0.742891        0.519674                    0.361856  337.035453           481.023581
L4N4     4.0      4.0     0.759251                 0.759251          0.350668                      0.003659          0.000100                      0.000000          0.649332                      0.996341    0.094626            1.671532e-03   0.500000               0.500000      0.379625                  0.379625        0.385370                    0.569002  387.758808           552.878534
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.554304                    0.516288  364.361410           631.337709
L1N2     1.0      2.0     0.759251                 0.759251          0.385122                      0.381907          0.000000                      0.000000          0.614878                      0.618093    0.077579            7.834674e-02   0.500000               0.500000      0.379625                  0.379625        0.410955                    0.375375  226.198972           333.794936
L2N2     2.0      2.0     0.759251                 0.759251          0.393515                      0.422075          0.000000                      0.000000          0.606485                      0.577925    0.084993            6.605210e-02   0.500000               0.500000      0.379625                  0.379625        0.415672                    0.357537  276.150063           407.498968
L3N2     3.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.513940                    0.513704  338.345675           362.318756
L4N2     4.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514525                    0.532086  394.998770           561.363889
L5N2     5.0      2.0     0.759251                 0.759251          0.000941                      0.000577          0.000000                      0.000000          0.999059                      0.999423    0.000007            1.480516e-06   0.500000               0.500000      0.379625                  0.379625        0.506900                    0.528288  451.660400           644.672064
