       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N16    1.0     16.0     0.834024                 0.813143          0.656509                      0.480375          0.004854                  0.000000e+00          0.343491                      0.519625    0.245043            1.279140e-01   0.734342               0.683353      0.782635                  0.756410        0.359885                    0.367215  220.518144           331.074214
L2N16    2.0     16.0     0.838477                 0.759251          0.766729                      0.284871          0.005976                  1.369715e-04          0.233271                      0.715129    0.380882            1.075215e-01   0.741194               0.500000      0.789613                  0.379625        0.348644                    0.368266  278.100551           329.260719
L3N16    3.0     16.0     0.835099                 0.783817          0.652739                      0.317451          0.004888                  1.858950e-03          0.347261                      0.682549    0.246022            8.958040e-02   0.725468               0.569095      0.789844                  0.765620        0.348505                    0.460846  330.268282           472.128629
L4N16    4.0     16.0     0.830646                 0.760018          0.690028                      0.317241          0.002264                  4.200518e-03          0.309972                      0.682759    0.249706            9.720740e-02   0.717310               0.501594      0.783188                  0.879917        0.318461                    0.364868  380.844357           544.115515
L5N16    5.0     16.0     0.759251                 0.759251          0.183896                      0.009827          0.000000                  5.191565e-05          0.816104                      0.990173    0.056095            3.996228e-03   0.500000               0.500000      0.379625                  0.379625        0.430292                    0.526481  435.857043           619.253126
L1N8     1.0      8.0     0.833717                 0.759251          0.553228                      0.465799          0.009033                  0.000000e+00          0.446772                      0.534201    0.239503            9.022076e-02   0.731962               0.500000      0.783018                  0.379625        0.373890                    0.349646  216.032543           334.284368
L2N8     2.0      8.0     0.822048                 0.819592          0.588279                      0.369325          0.007414                  0.000000e+00          0.411721                      0.630675    0.178174            9.843910e-02   0.703372               0.682156      0.768945                  0.775741        0.362427                    0.492433  269.784780           398.100213
L3N8     3.0      8.0     0.838016                 0.759251          0.681848                      0.000000          0.000000                  0.000000e+00          0.318152                      1.000000    0.329758            0.000000e+00   0.739149               0.500000      0.789538                  0.379625        0.362487                    0.553372  325.038612           358.140591
L4N8     4.0      8.0     0.831414                 0.759251          0.536488                      0.000483          0.000000                  0.000000e+00          0.463512                      0.999517    0.217256            8.022810e-05   0.734583               0.500000      0.776819                  0.379625        0.401862                    0.567030  378.761908           548.814953
L5N8     5.0      8.0     0.759251                 0.759251          0.001401                      0.004794          0.000000                  0.000000e+00          0.998599                      0.995206    0.000002            2.232990e-03   0.500000               0.500000      0.379625                  0.379625        0.528934                    0.558218  435.264010           614.530178
L1N4     1.0      4.0     0.826501                 0.759251          0.566822                      0.409579          0.000000                  0.000000e+00          0.433178                      0.590421    0.168755            9.538824e-02   0.718935               0.500000      0.772282                  0.379625        0.349833                    0.377762  213.174466           218.161763
L2N4     2.0      4.0     0.828343                 0.759251          0.465036                      0.459521          0.000000                  0.000000e+00          0.534964                      0.540479    0.146874            1.106736e-01   0.747587               0.500000      0.767355                  0.379625        0.411391                    0.345734  269.645283           395.665163
L3N4     3.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.577781                    0.521735  320.094743           464.103999
L4N4     4.0      4.0     0.819592                 0.759251          0.467369                      0.188099          0.000000                  0.000000e+00          0.532631                      0.811901    0.168859            4.738610e-02   0.707852               0.500000      0.761135                  0.379625        0.414815                    0.414382  372.716109           535.318976
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.006744          0.000000                  0.000000e+00          1.000000                      0.993256    0.000000            5.320771e-04   0.500000               0.500000      0.379625                  0.379625        0.546846                    0.577983  309.003030           605.208793
L1N2     1.0      2.0     0.759251                 0.759251          0.476544                      0.010471          0.000000                  0.000000e+00          0.523456                      0.989529    0.121082            1.607742e-06   0.500000               0.500000      0.379625                  0.379625        0.394140                    0.513599  212.593344           322.242204
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.015773          0.000000                  0.000000e+00          1.000000                      0.984227    0.000000            2.692289e-03   0.500000               0.500000      0.379625                  0.379625        0.513013                    0.511288  265.237219           388.359707
L3N2     3.0      2.0     0.814832                 0.759251          0.386027                      0.000000          0.000000                  0.000000e+00          0.613973                      1.000000    0.109691            0.000000e+00   0.692087               0.500000      0.756505                  0.379625        0.374200                    0.514261  319.040767           343.029704
L4N2     4.0      2.0     0.759251                 0.759251          0.341273                      0.004645          0.000000                  0.000000e+00          0.658727                      0.995355    0.089486            6.602032e-04   0.500000               0.500000      0.379625                  0.379625        0.480060                    0.573885  370.614361           532.858992
L5N2     5.0      2.0     0.759251                 0.759251          0.312211                      0.000041          0.000000                  0.000000e+00          0.687789                      0.999959    0.062589            2.994234e-07   0.500000               0.500000      0.379625                  0.379625        0.405025                    0.504731  425.035126           596.545409
