       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore    BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N4     1.0      4.0     0.837402                 0.802702          0.747144                      0.469374          0.000000                      0.000000          0.252856                      0.530626  3.265694e-01            1.151531e-01   0.738962               0.727652      0.788207                  0.729972        0.348768                    0.348844  215.667633           329.526845
L2N4     2.0      4.0     0.759251                 0.759558          0.000000                      0.306345          0.000000                      0.006422          1.000000                      0.693655  0.000000e+00            7.400629e-02   0.500000               0.500638      0.379625                  0.879742        0.526530                    0.463553  150.821598           398.702364
L3N4     3.0      4.0     0.829418                 0.759251          0.532662                      0.000000          0.000000                      0.000000          0.467338                      1.000000  2.136718e-01            0.000000e+00   0.725647               0.500000      0.776029                  0.379625        0.361943                    0.515576  326.651100           471.377995
L4N4     4.0      4.0     0.759251                 0.759251          0.308966                      0.093764          0.000000                      0.000000          0.691034                      0.906236  8.477388e-02            2.313826e-02   0.500000               0.500000      0.379625                  0.379625        0.384535                    0.508911  379.395161           542.111817
L5N4     5.0      4.0     0.826040                 0.759251          0.579054                      0.286573          0.000000                      0.000000          0.420946                      0.713427  1.758767e-01            7.306378e-02   0.714276               0.500000      0.773330                  0.379625        0.331299                    0.427603  433.839836           610.662220
L1N2     1.0      2.0     0.796100                 0.759251          0.522077                      0.429601          0.000000                      0.000000          0.477923                      0.570399  1.664419e-01            1.137628e-01   0.747259               0.500000      0.725375                  0.379625        0.411853                    0.370229  212.547042           326.137123
L2N2     2.0      2.0     0.759251                 0.759251          0.318455                      0.462209          0.000000                      0.000000          0.681545                      0.537791  6.798376e-02            1.056855e-01   0.500000               0.500000      0.379625                  0.379625        0.436937                    0.342390  267.547813           396.773540
L3N2     3.0      2.0     0.759251                 0.759251          0.000003                      0.000000          0.000000                      0.000000          0.999997                      1.000000  4.118239e-10            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.512999                    0.512172  324.116867           346.290059
L4N2     4.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000  0.000000e+00            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514711                    0.580782  374.093183           538.780682
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000  0.000000e+00            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.516169                    0.505739  429.396817           608.626859
