       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L3N8     3.0      8.0     0.834178                 0.759251          0.508717                      0.064999          0.000000                  0.000000e+00          0.491283                      0.935001    0.234776                0.017219   0.741194               0.500000      0.780195                  0.379625        0.349855                    0.544809  329.412524           482.229980
L4N8     4.0      8.0     0.811454                 0.759251          0.395772                      0.451066          0.000000                  0.000000e+00          0.604228                      0.548934    0.110348                0.069728   0.708373               0.500000      0.744399                  0.379625        0.364433                    0.341815  393.237077           435.486992
L5N8     5.0      8.0     0.812836                 0.759251          0.601499                      0.315427          0.000000                  0.000000e+00          0.398501                      0.684573    0.155676                0.074843   0.729535               0.500000      0.744240                  0.379625        0.303561                    0.420712  438.849626           624.326644
L1N4     1.0      4.0     0.759251                 0.786274          0.341104                      0.487934          0.000000                  0.000000e+00          0.658896                      0.512066    0.076413                0.108485   0.500000               0.720317      0.379625                  0.710069        0.422904                    0.335830  220.077716           325.673091
L2N4     2.0      4.0     0.827115                 0.759251          0.505984                      0.023441          0.000000                  0.000000e+00          0.494016                      0.976559    0.211391                0.009998   0.752222               0.500000      0.764575                  0.379625        0.401493                    0.558009  268.385571           379.189546
L3N4     3.0      4.0     0.759251                 0.805466          0.327353                      0.303245          0.000000                  0.000000e+00          0.672647                      0.696755    0.091054                0.108411   0.500000               0.686790      0.379625                  0.737274        0.420534                    0.374586  329.734018           474.028389
L4N4     4.0      4.0     0.820513                 0.759251          0.747349                      0.033048          0.001918                  0.000000e+00          0.252651                      0.966952    0.386342                0.008947   0.744608               0.500000      0.754986                  0.379625        0.322831                    0.516204  382.489661           541.188682
L5N4     5.0      4.0     0.759251                 0.759251          0.010540                      0.000000          0.000000                  0.000000e+00          0.989460                      1.000000    0.003197                0.000000   0.500000               0.500000      0.379625                  0.379625        0.578160                    0.516441  429.739010           502.079658
L1N2     1.0      2.0     0.823123                 0.759251          0.431254                      0.362680          0.000000                  0.000000e+00          0.568746                      0.637320    0.128837                0.130938   0.708435               0.500000      0.769095                  0.379625        0.390881                    0.345416  210.642919           319.821102
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000    0.000000                0.000000   0.500000               0.500000      0.379625                  0.379625        0.513921                    0.508563  265.339824           393.214582
L3N2     3.0      2.0     0.827576                 0.759251          0.457607                      0.002319          0.000000                  0.000000e+00          0.542393                      0.997681    0.188312                0.000067   0.713110               0.500000      0.777715                  0.379625        0.336266                    0.514754  320.440283           470.055981
L4N2     4.0      2.0     0.759251                 0.759251          0.000000                      0.383461          0.000000                  0.000000e+00          1.000000                      0.616539    0.000000                0.102488   0.500000               0.500000      0.379625                  0.379625        0.520526                    0.377586  376.140299           526.785285
L5N2     5.0      2.0     0.759251                 0.759251          0.083441                      0.000653          0.000000                  0.000000e+00          0.916559                      0.999347    0.011747                0.000204   0.500000               0.500000      0.379625                  0.379625        0.499427                    0.577479  427.917722           603.983536
