       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore    BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L3N8     3.0      8.0     0.828650                 0.822509          0.402930                      0.409180          0.000000                      0.000000          0.597070                      0.590820  1.648535e-01                0.138311   0.705760               0.713475      0.785206                  0.765492        0.408666                    0.383831  336.337577           482.796852
L4N8     4.0      8.0     0.827729                 0.759251          0.641418                      0.000000          0.002240                      0.000000          0.358582                      1.000000  2.225154e-01                0.000000   0.723010               0.500000      0.773339                  0.379625        0.341066                    0.577290  390.143373           555.406624
L5N8     5.0      8.0     0.807462                 0.759251          0.459563                      0.000000          0.000000                      0.000000          0.540437                      1.000000  1.134872e-01                0.000000   0.651085               0.500000      0.761394                  0.379625        0.524262                    0.592454  345.804516           640.844759
L1N4     1.0      4.0     0.759251                 0.809919          0.347300                      0.386016          0.000000                      0.000000          0.652700                      0.613984  7.750206e-02                0.096409   0.500000               0.737413      0.379625                  0.739939        0.437911                    0.379886  220.729262           333.988362
L2N4     2.0      4.0     0.759251                 0.759251          0.000000                      0.469405          0.000000                      0.000032          1.000000                      0.530595  0.000000e+00                0.151601   0.500000               0.500000      0.379625                  0.379625        0.518687                    0.371299  276.308232           413.090862
L3N4     3.0      4.0     0.824658                 0.759251          0.480110                      0.258337          0.002223                      0.000000          0.519890                      0.741663  1.898916e-01                0.070745   0.715326               0.500000      0.769606                  0.379625        0.374082                    0.387550  336.499223           481.784790
L4N4     4.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000  0.000000e+00                0.000000   0.500000               0.500000      0.379625                  0.379625        0.532159                    0.568400  391.735777           554.311096
L5N4     5.0      4.0     0.769538                 0.759251          0.597101                      0.000000          0.000000                      0.000000          0.402899                      1.000000  1.282175e-01                0.000000   0.747405               0.500000      0.704841                  0.379625        0.370062                    0.567991  443.049638           625.429993
L1N2     1.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000  0.000000e+00                0.000000   0.500000               0.500000      0.379625                  0.379625        0.512503                    0.512509   92.731364           343.860724
L2N2     2.0      2.0     0.822509                 0.759251          0.584199                      0.399924          0.000000                      0.000000          0.415801                      0.600076  1.387559e-01                0.075770   0.681681               0.500000      0.785831                  0.379625        0.371466                    0.399880  287.212434           416.718323
L3N2     3.0      2.0     0.759251                 0.759251          0.002985                      0.119394          0.000000                      0.000000          0.997015                      0.880606  4.583600e-07                0.039372   0.500000               0.500000      0.379625                  0.379625        0.520114                    0.425483  334.231368           486.187946
L4N2     4.0      2.0     0.811915                 0.759251          0.339596                      0.000000          0.000000                      0.000000          0.660404                      1.000000  1.081641e-01                0.000000   0.659679               0.500000      0.769451                  0.379625        0.396340                    0.514261  389.638888           433.920752
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000  0.000000e+00                0.000000   0.500000               0.500000      0.379625                  0.379625        0.514041                    0.514207  448.887448           623.155798
